"country","year","sex","age","suicide_100_population","gdp","generation"
"Cyprus",2000,"female","35-54 years",0,11635,"Boomers"
"Cyprus",2000,"female","5-14 years",0,11635,"Millenials"
"Cyprus",2000,"female","55-74 years",0,11635,"Silent"
"Cyprus",2000,"female","75+ years",0,11635,"G.I. Generation"
"Cyprus",2000,"male","15-24 years",0,11635,"Generation X"
"Cyprus",2000,"male","5-14 years",0,11635,"Millenials"
"Cyprus",2000,"male","55-74 years",0,11635,"Silent"
"Cyprus",2000,"male","75+ years",0,11635,"G.I. Generation"
"Cyprus",2004,"male","55-74 years",3.31,25227,"Silent"
"Cyprus",2004,"male","35-54 years",3.05,25227,"Boomers"
"Cyprus",2004,"female","25-34 years",1.85,25227,"Generation X"
"Cyprus",2004,"female","35-54 years",0.96,25227,"Boomers"
"Cyprus",2004,"female","15-24 years",0,25227,"Millenials"
"Cyprus",2004,"female","5-14 years",0,25227,"Millenials"
"Cyprus",2004,"female","55-74 years",0,25227,"Silent"
"Cyprus",2004,"female","75+ years",0,25227,"Silent"
"Cyprus",2004,"male","15-24 years",0,25227,"Millenials"
"Cyprus",2004,"male","25-34 years",0,25227,"Generation X"
"Cyprus",2004,"male","5-14 years",0,25227,"Millenials"
"Cyprus",2004,"male","75+ years",0,25227,"Silent"
"Cyprus",2005,"male","55-74 years",6.38,26671,"Silent"
"Cyprus",2005,"female","55-74 years",4.45,26671,"Silent"
"Cyprus",2005,"male","35-54 years",4.03,26671,"Boomers"
"Cyprus",2005,"male","25-34 years",3.86,26671,"Generation X"
"Cyprus",2005,"male","15-24 years",3.33,26671,"Millenials"
"Cyprus",2005,"female","15-24 years",1.74,26671,"Millenials"
"Cyprus",2005,"female","35-54 years",0.95,26671,"Boomers"
"Cyprus",2005,"female","25-34 years",0,26671,"Generation X"
"Cyprus",2005,"female","5-14 years",0,26671,"Millenials"
"Cyprus",2005,"female","75+ years",0,26671,"Silent"
"Cyprus",2005,"male","5-14 years",0,26671,"Millenials"
"Cyprus",2005,"male","75+ years",0,26671,"Silent"
"Cyprus",2006,"male","55-74 years",7.71,28600,"Silent"
"Cyprus",2006,"male","25-34 years",7.43,28600,"Generation X"
"Cyprus",2006,"female","55-74 years",4.33,28600,"Silent"
"Cyprus",2006,"female","35-54 years",2.8,28600,"Boomers"
"Cyprus",2006,"male","35-54 years",2,28600,"Boomers"
"Cyprus",2006,"female","25-34 years",1.74,28600,"Generation X"
"Cyprus",2006,"male","15-24 years",1.63,28600,"Millenials"
"Cyprus",2006,"female","15-24 years",0,28600,"Millenials"
"Cyprus",2006,"female","5-14 years",0,28600,"Millenials"
"Cyprus",2006,"female","75+ years",0,28600,"Silent"
"Cyprus",2006,"male","5-14 years",0,28600,"Millenials"
"Cyprus",2006,"male","75+ years",0,28600,"Silent"
"Cyprus",2007,"male","75+ years",11.18,33048,"Silent"
"Cyprus",2007,"male","25-34 years",7.17,33048,"Generation X"
"Cyprus",2007,"male","15-24 years",4.74,33048,"Millenials"
"Cyprus",2007,"male","55-74 years",4.46,33048,"Silent"
"Cyprus",2007,"female","25-34 years",3.37,33048,"Generation X"
"Cyprus",2007,"male","35-54 years",2.94,33048,"Boomers"
"Cyprus",2007,"female","55-74 years",1.4,33048,"Silent"
"Cyprus",2007,"female","35-54 years",0.91,33048,"Boomers"
"Cyprus",2007,"female","15-24 years",0,33048,"Millenials"
"Cyprus",2007,"female","5-14 years",0,33048,"Generation Z"
"Cyprus",2007,"female","75+ years",0,33048,"Silent"
"Cyprus",2007,"male","5-14 years",0,33048,"Generation Z"
"Cyprus",2008,"male","35-54 years",15.38,37267,"Boomers"
"Cyprus",2008,"male","25-34 years",11.97,37267,"Generation X"
"Cyprus",2008,"male","75+ years",10.85,37267,"Silent"
"Cyprus",2008,"female","25-34 years",4.81,37267,"Generation X"
"Cyprus",2008,"male","15-24 years",4.63,37267,"Millenials"
"Cyprus",2008,"female","35-54 years",4.43,37267,"Boomers"
"Cyprus",2008,"male","55-74 years",4.29,37267,"Silent"
"Cyprus",2008,"female","55-74 years",2.71,37267,"Silent"
"Cyprus",2008,"female","15-24 years",0,37267,"Millenials"
"Cyprus",2008,"female","5-14 years",0,37267,"Generation Z"
"Cyprus",2008,"female","75+ years",0,37267,"Silent"
"Cyprus",2008,"male","5-14 years",0,37267,"Generation Z"
"Cyprus",2009,"male","75+ years",15.78,33816,"Silent"
"Cyprus",2009,"male","25-34 years",9.73,33816,"Generation X"
"Cyprus",2009,"male","15-24 years",7.56,33816,"Millenials"
"Cyprus",2009,"male","35-54 years",6.61,33816,"Boomers"
"Cyprus",2009,"male","55-74 years",5.5,33816,"Silent"
"Cyprus",2009,"female","75+ years",3.88,33816,"Silent"
"Cyprus",2009,"female","35-54 years",3.44,33816,"Boomers"
"Cyprus",2009,"female","25-34 years",3.03,33816,"Generation X"
"Cyprus",2009,"female","15-24 years",0,33816,"Millenials"
"Cyprus",2009,"female","5-14 years",0,33816,"Generation Z"
"Cyprus",2009,"female","55-74 years",0,33816,"Silent"
"Cyprus",2009,"male","5-14 years",0,33816,"Generation Z"
"Cyprus",2010,"male","75+ years",15.25,32477,"Silent"
"Cyprus",2010,"male","25-34 years",10.75,32477,"Generation X"
"Cyprus",2010,"male","55-74 years",9.26,32477,"Silent"
"Cyprus",2010,"male","35-54 years",8.39,32477,"Generation X"
"Cyprus",2010,"male","15-24 years",5.96,32477,"Millenials"
"Cyprus",2010,"female","15-24 years",4.65,32477,"Millenials"
"Cyprus",2010,"female","35-54 years",3.36,32477,"Generation X"
"Cyprus",2010,"female","55-74 years",1.26,32477,"Silent"
"Cyprus",2010,"female","25-34 years",0,32477,"Generation X"
"Cyprus",2010,"female","5-14 years",0,32477,"Generation Z"
"Cyprus",2010,"female","75+ years",0,32477,"Silent"
"Cyprus",2010,"male","5-14 years",0,32477,"Generation Z"
"Cyprus",2011,"male","35-54 years",11.03,34249,"Generation X"
"Cyprus",2011,"male","55-74 years",10.38,34249,"Boomers"
"Cyprus",2011,"male","75+ years",10.36,34249,"Silent"
"Cyprus",2011,"male","15-24 years",4.46,34249,"Millenials"
"Cyprus",2011,"female","75+ years",3.86,34249,"Silent"
"Cyprus",2011,"female","35-54 years",2.45,34249,"Generation X"
"Cyprus",2011,"female","55-74 years",1.24,34249,"Boomers"
"Cyprus",2011,"female","15-24 years",0,34249,"Millenials"
"Cyprus",2011,"female","25-34 years",0,34249,"Millenials"
"Cyprus",2011,"female","5-14 years",0,34249,"Generation Z"
"Cyprus",2011,"male","25-34 years",0,34249,"Millenials"
"Cyprus",2011,"male","5-14 years",0,34249,"Generation Z"
"Cyprus",2012,"male","25-34 years",12.75,30752,"Millenials"
"Cyprus",2012,"male","35-54 years",12.66,30752,"Generation X"
"Cyprus",2012,"male","15-24 years",9.09,30752,"Millenials"
"Cyprus",2012,"male","55-74 years",6.27,30752,"Boomers"
"Cyprus",2012,"female","25-34 years",1.33,30752,"Millenials"
"Cyprus",2012,"female","35-54 years",0.8,30752,"Generation X"
"Cyprus",2012,"female","15-24 years",0,30752,"Millenials"
"Cyprus",2012,"female","5-14 years",0,30752,"Generation Z"
"Cyprus",2012,"female","55-74 years",0,30752,"Boomers"
"Cyprus",2012,"female","75+ years",0,30752,"Silent"
"Cyprus",2012,"male","5-14 years",0,30752,"Generation Z"
"Cyprus",2012,"male","75+ years",0,30752,"Silent"
"Cyprus",2013,"male","75+ years",14.05,29624,"Silent"
"Cyprus",2013,"male","15-24 years",12.72,29624,"Millenials"
"Cyprus",2013,"male","55-74 years",12.21,29624,"Boomers"
"Cyprus",2013,"male","25-34 years",11.34,29624,"Millenials"
"Cyprus",2013,"male","35-54 years",9.95,29624,"Generation X"
"Cyprus",2013,"female","35-54 years",3.18,29624,"Generation X"
"Cyprus",2013,"female","55-74 years",1.16,29624,"Boomers"
"Cyprus",2013,"female","15-24 years",0,29624,"Millenials"
"Cyprus",2013,"female","25-34 years",0,29624,"Millenials"
"Cyprus",2013,"female","5-14 years",0,29624,"Generation Z"
"Cyprus",2013,"female","75+ years",0,29624,"Silent"
"Cyprus",2013,"male","5-14 years",0,29624,"Generation Z"
"Cyprus",2014,"male","35-54 years",12.06,29024,"Generation X"
"Cyprus",2014,"male","25-34 years",11.67,29024,"Millenials"
"Cyprus",2014,"male","55-74 years",8.46,29024,"Boomers"
"Cyprus",2014,"female","55-74 years",5.74,29024,"Boomers"
"Cyprus",2014,"female","25-34 years",5.53,29024,"Millenials"
"Cyprus",2014,"female","15-24 years",5.07,29024,"Millenials"
"Cyprus",2014,"male","75+ years",4.47,29024,"Silent"
"Cyprus",2014,"male","15-24 years",3.28,29024,"Millenials"
"Cyprus",2014,"female","35-54 years",0.82,29024,"Generation X"
"Cyprus",2014,"female","5-14 years",0,29024,"Generation Z"
"Cyprus",2014,"female","75+ years",0,29024,"Silent"
"Cyprus",2014,"male","5-14 years",0,29024,"Generation Z"
"Cyprus",2015,"male","55-74 years",10.76,24718,"Boomers"
"Cyprus",2015,"male","25-34 years",10.37,24718,"Millenials"
"Cyprus",2015,"male","35-54 years",9.4,24718,"Generation X"
"Cyprus",2015,"male","15-24 years",8.58,24718,"Millenials"
"Cyprus",2015,"female","55-74 years",3.41,24718,"Boomers"
"Cyprus",2015,"female","25-34 years",2.83,24718,"Millenials"
"Cyprus",2015,"female","35-54 years",2.52,24718,"Generation X"
"Cyprus",2015,"female","15-24 years",1.72,24718,"Millenials"
"Cyprus",2015,"female","5-14 years",0,24718,"Generation Z"
"Cyprus",2015,"female","75+ years",0,24718,"Silent"
"Cyprus",2015,"male","5-14 years",0,24718,"Generation Z"
"Cyprus",2015,"male","75+ years",0,24718,"Silent"
"Cyprus",2016,"male","35-54 years",14.03,25098,"Generation X"
"Cyprus",2016,"male","15-24 years",8.61,25098,"Millenials"
"Cyprus",2016,"male","75+ years",8.33,25098,"Silent"
"Cyprus",2016,"male","55-74 years",8.19,25098,"Boomers"
"Cyprus",2016,"male","25-34 years",2.93,25098,"Millenials"
"Cyprus",2016,"female","35-54 years",2.55,25098,"Generation X"
"Cyprus",2016,"female","25-34 years",1.4,25098,"Millenials"
"Cyprus",2016,"female","55-74 years",1.11,25098,"Boomers"
"Cyprus",2016,"female","15-24 years",0,25098,"Millenials"
"Cyprus",2016,"female","75+ years",0,25098,"Silent"
"Czech Republic",1990,"male","75+ years",110.49,4168,"G.I. Generation"
"Czech Republic",1990,"male","55-74 years",48.08,4168,"G.I. Generation"
"Czech Republic",1990,"male","35-54 years",40.16,4168,"Silent"
"Czech Republic",1990,"female","75+ years",35.37,4168,"G.I. Generation"
"Czech Republic",1990,"male","25-34 years",24.65,4168,"Boomers"
"Czech Republic",1990,"female","55-74 years",19.27,4168,"G.I. Generation"
"Czech Republic",1990,"male","15-24 years",12.64,4168,"Generation X"
"Czech Republic",1990,"female","35-54 years",10.51,4168,"Silent"
"Czech Republic",1990,"female","25-34 years",7.75,4168,"Boomers"
"Czech Republic",1990,"female","15-24 years",4.55,4168,"Generation X"
"Czech Republic",1990,"male","5-14 years",0.62,4168,"Generation X"
"Czech Republic",1990,"female","5-14 years",0.13,4168,"Generation X"
"Czech Republic",1991,"male","75+ years",98.13,3070,"G.I. Generation"
"Czech Republic",1991,"male","55-74 years",45.34,3070,"Silent"
"Czech Republic",1991,"male","35-54 years",38.68,3070,"Boomers"
"Czech Republic",1991,"female","75+ years",29.47,3070,"G.I. Generation"
"Czech Republic",1991,"male","25-34 years",25.39,3070,"Boomers"
"Czech Republic",1991,"female","55-74 years",16.68,3070,"Silent"
"Czech Republic",1991,"male","15-24 years",14.46,3070,"Generation X"
"Czech Republic",1991,"female","35-54 years",10.87,3070,"Boomers"
"Czech Republic",1991,"female","25-34 years",6.73,3070,"Boomers"
"Czech Republic",1991,"female","15-24 years",4.31,3070,"Generation X"
"Czech Republic",1991,"male","5-14 years",1.81,3070,"Millenials"
"Czech Republic",1991,"female","5-14 years",0.14,3070,"Millenials"
"Czech Republic",1992,"male","75+ years",102.23,3573,"G.I. Generation"
"Czech Republic",1992,"male","55-74 years",48.58,3573,"Silent"
"Czech Republic",1992,"male","35-54 years",42.84,3573,"Boomers"
"Czech Republic",1992,"female","75+ years",30.79,3573,"G.I. Generation"
"Czech Republic",1992,"male","25-34 years",25.09,3573,"Boomers"
"Czech Republic",1992,"female","55-74 years",15.83,3573,"Silent"
"Czech Republic",1992,"male","15-24 years",14.78,3573,"Generation X"
"Czech Republic",1992,"female","35-54 years",11.19,3573,"Boomers"
"Czech Republic",1992,"female","25-34 years",7.88,3573,"Boomers"
"Czech Republic",1992,"female","15-24 years",2.79,3573,"Generation X"
"Czech Republic",1992,"male","5-14 years",1.21,3573,"Millenials"
"Czech Republic",1992,"female","5-14 years",0,3573,"Millenials"
"Czech Republic",1993,"male","75+ years",101.77,4186,"G.I. Generation"
"Czech Republic",1993,"male","55-74 years",43.33,4186,"Silent"
"Czech Republic",1993,"male","35-54 years",40.22,4186,"Boomers"
"Czech Republic",1993,"female","75+ years",34.12,4186,"G.I. Generation"
"Czech Republic",1993,"male","25-34 years",23.31,4186,"Boomers"
"Czech Republic",1993,"male","15-24 years",16.4,4186,"Generation X"
"Czech Republic",1993,"female","55-74 years",14.77,4186,"Silent"
"Czech Republic",1993,"female","35-54 years",10.73,4186,"Boomers"
"Czech Republic",1993,"female","25-34 years",7.01,4186,"Boomers"
"Czech Republic",1993,"female","15-24 years",4.32,4186,"Generation X"
"Czech Republic",1993,"male","5-14 years",1.66,4186,"Millenials"
"Czech Republic",1993,"female","5-14 years",0,4186,"Millenials"
"Czech Republic",1994,"male","75+ years",101.35,4891,"G.I. Generation"
"Czech Republic",1994,"male","55-74 years",40.36,4891,"Silent"
"Czech Republic",1994,"male","35-54 years",35.21,4891,"Boomers"
"Czech Republic",1994,"female","75+ years",33.12,4891,"G.I. Generation"
"Czech Republic",1994,"male","25-34 years",25.8,4891,"Boomers"
"Czech Republic",1994,"male","15-24 years",17.1,4891,"Generation X"
"Czech Republic",1994,"female","55-74 years",16.65,4891,"Silent"
"Czech Republic",1994,"female","35-54 years",11.86,4891,"Boomers"
"Czech Republic",1994,"female","25-34 years",6.22,4891,"Boomers"
"Czech Republic",1994,"female","15-24 years",3.74,4891,"Generation X"
"Czech Republic",1994,"male","5-14 years",1.57,4891,"Millenials"
"Czech Republic",1994,"female","5-14 years",0.3,4891,"Millenials"
"Czech Republic",1995,"male","75+ years",87.53,6134,"G.I. Generation"
"Czech Republic",1995,"male","35-54 years",35.26,6134,"Boomers"
"Czech Republic",1995,"male","55-74 years",33.8,6134,"Silent"
"Czech Republic",1995,"female","75+ years",30.56,6134,"G.I. Generation"
"Czech Republic",1995,"male","25-34 years",25.87,6134,"Generation X"
"Czech Republic",1995,"male","15-24 years",18.4,6134,"Generation X"
"Czech Republic",1995,"female","55-74 years",14.19,6134,"Silent"
"Czech Republic",1995,"female","35-54 years",9.24,6134,"Boomers"
"Czech Republic",1995,"female","15-24 years",4.18,6134,"Generation X"
"Czech Republic",1995,"female","25-34 years",3.74,6134,"Generation X"
"Czech Republic",1995,"male","5-14 years",1.02,6134,"Millenials"
"Czech Republic",1995,"female","5-14 years",0.61,6134,"Millenials"
"Czech Republic",1996,"male","75+ years",89.06,6861,"G.I. Generation"
"Czech Republic",1996,"male","35-54 years",32.82,6861,"Boomers"
"Czech Republic",1996,"male","55-74 years",31.98,6861,"Silent"
"Czech Republic",1996,"female","75+ years",23.51,6861,"G.I. Generation"
"Czech Republic",1996,"male","25-34 years",22.87,6861,"Generation X"
"Czech Republic",1996,"male","15-24 years",16.25,6861,"Generation X"
"Czech Republic",1996,"female","55-74 years",11.1,6861,"Silent"
"Czech Republic",1996,"female","35-54 years",7.84,6861,"Boomers"
"Czech Republic",1996,"female","25-34 years",3.83,6861,"Generation X"
"Czech Republic",1996,"female","15-24 years",2.87,6861,"Generation X"
"Czech Republic",1996,"male","5-14 years",1.19,6861,"Millenials"
"Czech Republic",1996,"female","5-14 years",0.16,6861,"Millenials"
"Czech Republic",1997,"male","75+ years",73.81,6314,"G.I. Generation"
"Czech Republic",1997,"male","55-74 years",39.83,6314,"Silent"
"Czech Republic",1997,"male","35-54 years",36.98,6314,"Boomers"
"Czech Republic",1997,"male","25-34 years",22.78,6314,"Generation X"
"Czech Republic",1997,"female","75+ years",17.9,6314,"G.I. Generation"
"Czech Republic",1997,"male","15-24 years",15.71,6314,"Generation X"
"Czech Republic",1997,"female","55-74 years",10.08,6314,"Silent"
"Czech Republic",1997,"female","35-54 years",8.98,6314,"Boomers"
"Czech Republic",1997,"female","25-34 years",4.61,6314,"Generation X"
"Czech Republic",1997,"female","15-24 years",2.54,6314,"Generation X"
"Czech Republic",1997,"male","5-14 years",0.75,6314,"Millenials"
"Czech Republic",1997,"female","5-14 years",0.16,6314,"Millenials"
"Czech Republic",1998,"male","75+ years",73.2,6779,"G.I. Generation"
"Czech Republic",1998,"male","35-54 years",37.24,6779,"Boomers"
"Czech Republic",1998,"male","55-74 years",32.75,6779,"Silent"
"Czech Republic",1998,"male","25-34 years",24.11,6779,"Generation X"
"Czech Republic",1998,"female","75+ years",18.32,6779,"G.I. Generation"
"Czech Republic",1998,"male","15-24 years",14.83,6779,"Generation X"
"Czech Republic",1998,"female","55-74 years",11.01,6779,"Silent"
"Czech Republic",1998,"female","35-54 years",7.38,6779,"Boomers"
"Czech Republic",1998,"female","15-24 years",3.81,6779,"Generation X"
"Czech Republic",1998,"female","25-34 years",2.81,6779,"Generation X"
"Czech Republic",1998,"male","5-14 years",0.76,6779,"Millenials"
"Czech Republic",1998,"female","5-14 years",0.48,6779,"Millenials"
"Czech Republic",1999,"male","75+ years",85.05,6606,"G.I. Generation"
"Czech Republic",1999,"male","55-74 years",35.09,6606,"Silent"
"Czech Republic",1999,"male","35-54 years",34.2,6606,"Boomers"
"Czech Republic",1999,"male","25-34 years",22.72,6606,"Generation X"
"Czech Republic",1999,"female","75+ years",18.47,6606,"G.I. Generation"
"Czech Republic",1999,"male","15-24 years",17.46,6606,"Generation X"
"Czech Republic",1999,"female","55-74 years",8.86,6606,"Silent"
"Czech Republic",1999,"female","35-54 years",7.19,6606,"Boomers"
"Czech Republic",1999,"female","25-34 years",4.39,6606,"Generation X"
"Czech Republic",1999,"female","15-24 years",3.04,6606,"Generation X"
"Czech Republic",1999,"male","5-14 years",0.46,6606,"Millenials"
"Czech Republic",1999,"female","5-14 years",0,6606,"Millenials"
"Czech Republic",2000,"male","75+ years",72.92,6278,"G.I. Generation"
"Czech Republic",2000,"male","35-54 years",36.62,6278,"Boomers"
"Czech Republic",2000,"male","55-74 years",33.59,6278,"Silent"
"Czech Republic",2000,"male","25-34 years",22.21,6278,"Generation X"
"Czech Republic",2000,"male","15-24 years",17.43,6278,"Generation X"
"Czech Republic",2000,"female","75+ years",16.57,6278,"G.I. Generation"
"Czech Republic",2000,"female","55-74 years",10.56,6278,"Silent"
"Czech Republic",2000,"female","35-54 years",8.07,6278,"Boomers"
"Czech Republic",2000,"female","25-34 years",3.46,6278,"Generation X"
"Czech Republic",2000,"female","15-24 years",3.27,6278,"Generation X"
"Czech Republic",2000,"male","5-14 years",1.27,6278,"Millenials"
"Czech Republic",2000,"female","5-14 years",0.67,6278,"Millenials"
"Czech Republic",2001,"male","75+ years",74.06,6863,"Silent"
"Czech Republic",2001,"male","35-54 years",37.46,6863,"Boomers"
"Czech Republic",2001,"male","55-74 years",31.74,6863,"Silent"
"Czech Republic",2001,"male","25-34 years",21.25,6863,"Generation X"
"Czech Republic",2001,"male","15-24 years",17.07,6863,"Millenials"
"Czech Republic",2001,"female","75+ years",14.7,6863,"Silent"
"Czech Republic",2001,"female","35-54 years",8.73,6863,"Boomers"
"Czech Republic",2001,"female","55-74 years",8.49,6863,"Silent"
"Czech Republic",2001,"female","25-34 years",3.88,6863,"Generation X"
"Czech Republic",2001,"female","15-24 years",2.55,6863,"Millenials"
"Czech Republic",2001,"male","5-14 years",0.65,6863,"Millenials"
"Czech Republic",2001,"female","5-14 years",0.34,6863,"Millenials"
"Czech Republic",2002,"male","75+ years",71.2,8399,"Silent"
"Czech Republic",2002,"male","35-54 years",35.52,8399,"Boomers"
"Czech Republic",2002,"male","55-74 years",30.61,8399,"Silent"
"Czech Republic",2002,"male","25-34 years",21.98,8399,"Generation X"
"Czech Republic",2002,"female","75+ years",16.96,8399,"Silent"
"Czech Republic",2002,"male","15-24 years",12.19,8399,"Millenials"
"Czech Republic",2002,"female","55-74 years",7.78,8399,"Silent"
"Czech Republic",2002,"female","35-54 years",7.44,8399,"Boomers"
"Czech Republic",2002,"female","25-34 years",3.81,8399,"Generation X"
"Czech Republic",2002,"female","15-24 years",3.64,8399,"Millenials"
"Czech Republic",2002,"male","5-14 years",0.84,8399,"Millenials"
"Czech Republic",2002,"female","5-14 years",0.18,8399,"Millenials"
